yaş,meslek,medeni_durum,eğitim,temerrüt,bakiye,konut_kredisi,ihtiyaç_kredisi,iletişim_tipi,gün,ay,arama_süresi_sn,kampanya_arama_sayısı,önceki_görüşmeden_geçen_gün,önceki_aramalar,önceki_kampanya_sonuç,vadeli_mevduat
40,teknisyen,evli,üniversite,0,1063,1,1,1.0,19,ağustos,264,2,-1,0,bilinmiyor,0
56,emekli,evli,lise,0,20,0,1,1.0,19,ağustos,153,3,-1,0,bilinmiyor,0
49,teknisyen,evli,lise,0,412,0,0,1.0,19,ağustos,1293,8,-1,0,bilinmiyor,1
60,emekli,evli,lise,0,0,0,0,1.0,19,ağustos,359,4,-1,0,bilinmiyor,0
37,büro görevlisi,boşanmış/ dul,lise,0,295,1,1,1.0,19,ağustos,150,2,-1,0,bilinmiyor,0
47,yönetici,evli,üniversite,0,1884,1,1,1.0,19,ağustos,74,2,-1,0,bilinmiyor,0
34,yönetici,evli,üniversite,0,5399,0,0,1.0,19,ağustos,227,4,-1,0,bilinmiyor,0
45,girişimci,evli,lise,0,107,0,0,1.0,19,ağustos,129,11,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,ilkokul,0,687,0,0,1.0,19,ağustos,125,13,-1,0,bilinmiyor,0
52,emekli,evli,lise,0,2122,0,1,1.0,19,ağustos,323,6,-1,0,bilinmiyor,0
50,yönetici,evli,üniversite,0,1759,0,0,1.0,19,ağustos,101,2,-1,0,bilinmiyor,0
53,vasıfsız işçi,evli,lise,0,6657,1,0,1.0,19,ağustos,128,8,-1,0,bilinmiyor,0
34,teknisyen,evli,lise,0,30,0,0,1.0,19,ağustos,193,2,-1,0,bilinmiyor,0
57,emekli,evli,üniversite,0,31,0,0,1.0,19,ağustos,260,2,-1,0,bilinmiyor,0
32,yönetici,bekar,üniversite,0,47,0,0,1.0,19,ağustos,133,4,-1,0,bilinmiyor,0
49,teknisyen,evli,lise,0,673,1,0,1.0,19,ağustos,501,2,-1,0,bilinmiyor,0
49,teknisyen,boşanmış/ dul,lise,0,5,0,0,1.0,19,ağustos,131,2,-1,0,bilinmiyor,0
45,büro görevlisi,evli,lise,0,740,0,1,1.0,19,ağustos,109,2,-1,0,bilinmiyor,0
56,büro görevlisi,evli,lise,0,33,1,0,1.0,19,ağustos,97,2,-1,0,bilinmiyor,0
39,teknisyen,evli,lise,0,61,0,0,1.0,19,ağustos,339,2,-1,0,bilinmiyor,0
60,teknisyen,evli,lise,0,-410,0,0,1.0,19,ağustos,143,2,-1,0,bilinmiyor,0
47,yönetici,boşanmış/ dul,üniversite,0,83,0,0,1.0,19,ağustos,149,2,-1,0,bilinmiyor,0
30,teknisyen,bekar,lise,0,126,0,0,1.0,19,ağustos,256,2,-1,0,bilinmiyor,0
57,temizlikçi,evli,ilkokul,0,1183,0,0,1.0,19,ağustos,111,4,-1,0,bilinmiyor,0
33,teknisyen,bekar,üniversite,0,27,0,0,1.0,19,ağustos,332,2,-1,0,bilinmiyor,0
41,teknisyen,evli,lise,0,240,0,0,1.0,19,ağustos,290,2,-1,0,bilinmiyor,0
51,yönetici,evli,üniversite,0,401,0,0,1.0,19,ağustos,80,6,-1,0,bilinmiyor,0
48,teknisyen,evli,üniversite,0,0,0,0,1.0,19,ağustos,58,2,-1,0,bilinmiyor,0
57,emekli,evli,ilkokul,0,3288,0,0,1.0,19,ağustos,186,4,-1,0,bilinmiyor,0
42,serbest meslek,evli,lise,0,95,0,0,1.0,19,ağustos,119,6,-1,0,bilinmiyor,0
45,büro görevlisi,evli,lise,0,0,0,0,1.0,19,ağustos,145,10,-1,0,bilinmiyor,0
58,yönetici,evli,üniversite,0,172,0,0,1.0,19,ağustos,145,7,-1,0,bilinmiyor,0
46,yönetici,boşanmış/ dul,lise,0,558,0,0,1.0,19,ağustos,126,6,-1,0,bilinmiyor,0
32,yönetici,evli,üniversite,0,644,0,0,1.0,19,ağustos,100,2,-1,0,bilinmiyor,0
31,teknisyen,evli,lise,0,7369,0,0,1.0,19,ağustos,204,4,-1,0,bilinmiyor,0
30,yönetici,evli,üniversite,0,0,0,0,1.0,19,ağustos,178,2,-1,0,bilinmiyor,0
42,yönetici,boşanmış/ dul,üniversite,0,0,0,0,1.0,19,ağustos,225,4,-1,0,bilinmiyor,0
46,teknisyen,bekar,lise,0,182,0,0,1.0,19,ağustos,160,4,-1,0,bilinmiyor,0
38,yönetici,bekar,üniversite,0,231,0,0,1.0,19,ağustos,118,2,-1,0,bilinmiyor,0
55,yönetici,evli,üniversite,0,2537,0,0,1.0,19,ağustos,97,5,-1,0,bilinmiyor,0
39,yönetici,evli,üniversite,0,5495,1,0,1.0,19,ağustos,391,6,-1,0,bilinmiyor,0
34,teknisyen,bekar,lise,0,0,0,0,1.0,19,ağustos,130,2,-1,0,bilinmiyor,0
36,işsiz,boşanmış/ dul,üniversite,0,734,0,0,1.0,19,ağustos,276,2,-1,0,bilinmiyor,0
48,teknisyen,evli,üniversite,0,348,0,0,1.0,19,ağustos,159,4,-1,0,bilinmiyor,0
36,yönetici,evli,üniversite,0,61,0,1,1.0,19,ağustos,452,2,-1,0,bilinmiyor,0
42,yönetici,evli,üniversite,0,356,0,0,1.0,19,ağustos,129,4,-1,0,bilinmiyor,0
40,yönetici,evli,üniversite,0,51,0,0,1.0,19,ağustos,164,2,-1,0,bilinmiyor,0
30,serbest meslek,evli,üniversite,0,1596,1,0,1.0,19,ağustos,195,2,-1,0,bilinmiyor,0
32,girişimci,evli,üniversite,0,0,0,0,1.0,19,ağustos,167,2,-1,0,bilinmiyor,0
42,yönetici,evli,lise,0,1079,0,0,1.0,19,ağustos,117,6,-1,0,bilinmiyor,0
36,teknisyen,evli,lise,0,632,1,0,1.0,19,ağustos,306,2,-1,0,bilinmiyor,0
55,büro görevlisi,evli,ilkokul,0,0,1,0,1.0,19,ağustos,55,4,-1,0,bilinmiyor,0
40,yönetici,evli,üniversite,0,254,0,0,1.0,19,ağustos,194,2,-1,0,bilinmiyor,0
33,yönetici,evli,üniversite,0,801,0,0,1.0,19,ağustos,133,4,-1,0,bilinmiyor,0
31,yönetici,bekar,üniversite,0,-446,0,0,1.0,19,ağustos,156,4,-1,0,bilinmiyor,0
32,teknisyen,evli,lise,0,4133,0,0,1.0,19,ağustos,175,6,-1,0,bilinmiyor,0
52,teknisyen,evli,lise,0,2095,1,1,1.0,19,ağustos,419,4,-1,0,bilinmiyor,0
32,teknisyen,bekar,lise,0,10,0,0,1.0,19,ağustos,190,2,-1,0,bilinmiyor,0
58,büro görevlisi,evli,ilkokul,0,0,0,0,1.0,19,ağustos,109,6,-1,0,bilinmiyor,0
56,yönetici,evli,üniversite,0,1282,0,0,1.0,19,ağustos,323,4,-1,0,bilinmiyor,0
41,teknisyen,evli,lise,0,712,0,0,1.0,19,ağustos,409,2,-1,0,bilinmiyor,0
54,temizlikçi,evli,ilkokul,0,127,0,0,1.0,19,ağustos,176,4,-1,0,bilinmiyor,0
41,teknisyen,evli,lise,0,-1,0,1,1.0,19,ağustos,406,2,-1,0,bilinmiyor,0
39,temizlikçi,evli,ilkokul,0,0,1,0,1.0,19,ağustos,92,4,-1,0,bilinmiyor,0
56,yönetici,evli,üniversite,0,982,0,0,1.0,19,ağustos,113,6,-1,0,bilinmiyor,0
60,serbest meslek,evli,üniversite,0,2149,0,0,1.0,19,ağustos,222,4,-1,0,bilinmiyor,0
33,yönetici,bekar,üniversite,0,3655,0,0,1.0,19,ağustos,183,20,-1,0,bilinmiyor,0
34,teknisyen,bekar,lise,0,52,0,0,1.0,19,ağustos,90,4,-1,0,bilinmiyor,0
57,yönetici,evli,üniversite,0,0,0,0,1.0,19,ağustos,188,4,-1,0,bilinmiyor,0
33,yönetici,boşanmış/ dul,üniversite,0,0,1,1,1.0,19,ağustos,275,8,-1,0,bilinmiyor,0
36,teknisyen,bekar,lise,0,818,1,1,1.0,19,ağustos,96,4,-1,0,bilinmiyor,0
42,teknisyen,boşanmış/ dul,lise,0,12584,0,0,1.0,19,ağustos,21,25,-1,0,bilinmiyor,0
42,teknisyen,boşanmış/ dul,lise,0,248,0,0,1.0,19,ağustos,163,4,-1,0,bilinmiyor,0
53,hizmet sektörü,evli,lise,0,139,1,0,1.0,19,ağustos,28,17,-1,0,bilinmiyor,0
43,yönetici,bekar,üniversite,0,483,0,0,1.0,19,ağustos,950,6,-1,0,bilinmiyor,1
60,emekli,evli,ilkokul,0,600,0,0,1.0,19,ağustos,99,6,-1,0,bilinmiyor,0
36,teknisyen,evli,lise,0,0,0,0,1.0,19,ağustos,120,6,-1,0,bilinmiyor,0
55,yönetici,boşanmış/ dul,üniversite,0,17,0,0,1.0,19,ağustos,129,4,-1,0,bilinmiyor,0
56,teknisyen,evli,lise,0,64,0,0,1.0,19,ağustos,35,4,-1,0,bilinmiyor,0
37,girişimci,evli,lise,0,46,0,1,1.0,19,ağustos,119,4,-1,0,bilinmiyor,0
34,teknisyen,boşanmış/ dul,üniversite,0,66,0,1,1.0,19,ağustos,74,2,-1,0,bilinmiyor,0
57,büro görevlisi,evli,lise,0,2120,0,0,1.0,19,ağustos,687,4,-1,0,bilinmiyor,1
51,büro görevlisi,evli,lise,0,91,0,0,1.0,19,ağustos,224,2,-1,0,bilinmiyor,0
30,yönetici,bekar,üniversite,0,0,0,0,1.0,19,ağustos,292,2,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,lise,0,3,0,1,1.0,19,ağustos,289,2,-1,0,bilinmiyor,0
30,teknisyen,evli,lise,0,27,1,0,1.0,19,ağustos,163,2,-1,0,bilinmiyor,0
31,yönetici,bekar,üniversite,0,0,0,0,1.0,19,ağustos,155,4,-1,0,bilinmiyor,0
34,teknisyen,evli,üniversite,0,5547,1,0,1.0,19,ağustos,73,6,-1,0,bilinmiyor,0
40,yönetici,bekar,üniversite,0,171,0,0,1.0,19,ağustos,1241,3,-1,0,bilinmiyor,0
35,teknisyen,evli,lise,0,141,1,0,1.0,19,ağustos,299,2,-1,0,bilinmiyor,0
36,teknisyen,evli,üniversite,0,60,0,0,1.0,19,ağustos,209,2,-1,0,bilinmiyor,0
49,büro görevlisi,evli,üniversite,0,8413,0,0,1.0,19,ağustos,131,6,-1,0,bilinmiyor,0
36,teknisyen,evli,üniversite,0,71,0,0,1.0,19,ağustos,587,2,-1,0,bilinmiyor,0
58,yönetici,evli,üniversite,0,3228,0,0,1.0,19,ağustos,58,2,-1,0,bilinmiyor,0
52,serbest meslek,evli,üniversite,0,605,0,0,1.0,19,ağustos,191,4,-1,0,bilinmiyor,0
39,yönetici,bekar,üniversite,1,-401,1,0,1.0,19,ağustos,274,4,-1,0,bilinmiyor,0
53,büro görevlisi,evli,lise,0,172,0,0,1.0,19,ağustos,80,6,-1,0,bilinmiyor,0
51,yönetici,boşanmış/ dul,üniversite,0,45,0,0,1.0,19,ağustos,95,4,-1,0,bilinmiyor,0
46,yönetici,evli,üniversite,0,71,1,0,1.0,19,ağustos,220,4,-1,0,bilinmiyor,0
32,teknisyen,evli,lise,0,266,1,0,1.0,19,ağustos,168,2,-1,0,bilinmiyor,0
33,teknisyen,boşanmış/ dul,lise,0,295,0,0,1.0,19,ağustos,360,2,-1,0,bilinmiyor,0
33,yönetici,evli,üniversite,0,808,1,0,1.0,19,ağustos,12,16,-1,0,bilinmiyor,0
31,yönetici,bekar,üniversite,0,0,0,0,1.0,19,ağustos,133,2,-1,0,bilinmiyor,0
37,teknisyen,bekar,üniversite,0,971,0,0,1.0,19,ağustos,120,6,-1,0,bilinmiyor,0
46,teknisyen,bekar,lise,0,401,0,0,0.0,19,ağustos,69,2,-1,0,bilinmiyor,0
44,teknisyen,evli,lise,0,1127,1,0,1.0,19,ağustos,82,8,-1,0,bilinmiyor,0
52,teknisyen,boşanmış/ dul,üniversite,0,0,0,0,1.0,19,ağustos,119,2,-1,0,bilinmiyor,0
40,bilinmiyor,evli,üniversite,0,119,0,0,1.0,19,ağustos,258,2,-1,0,bilinmiyor,0
50,vasıfsız işçi,evli,ilkokul,0,-1,0,0,1.0,19,ağustos,195,2,-1,0,bilinmiyor,0
43,temizlikçi,boşanmış/ dul,üniversite,0,42,1,0,1.0,19,ağustos,696,2,-1,0,bilinmiyor,0
30,teknisyen,evli,lise,0,-189,0,0,1.0,19,ağustos,105,2,-1,0,bilinmiyor,0
57,yönetici,evli,üniversite,0,929,0,0,1.0,19,ağustos,387,8,-1,0,bilinmiyor,0
48,teknisyen,boşanmış/ dul,üniversite,0,83,0,1,1.0,19,ağustos,243,6,-1,0,bilinmiyor,0
51,vasıfsız işçi,evli,lise,0,950,0,0,1.0,19,ağustos,377,2,-1,0,bilinmiyor,0
40,teknisyen,boşanmış/ dul,lise,0,0,0,0,1.0,19,ağustos,60,2,-1,0,bilinmiyor,0
34,teknisyen,evli,lise,0,56,0,0,1.0,19,ağustos,91,2,-1,0,bilinmiyor,0
43,teknisyen,evli,lise,0,0,0,0,1.0,19,ağustos,103,2,-1,0,bilinmiyor,0
57,teknisyen,boşanmış/ dul,üniversite,0,114,0,0,1.0,19,ağustos,281,2,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,487,1,0,1.0,19,ağustos,110,4,-1,0,bilinmiyor,0
53,yönetici,evli,üniversite,0,261,0,0,1.0,19,ağustos,100,2,-1,0,bilinmiyor,0
40,yönetici,evli,üniversite,0,409,0,0,1.0,19,ağustos,111,2,-1,0,bilinmiyor,0
55,yönetici,evli,üniversite,0,-408,0,0,1.0,19,ağustos,528,9,-1,0,bilinmiyor,0
31,teknisyen,evli,lise,0,0,0,1,1.0,19,ağustos,144,4,-1,0,bilinmiyor,0
34,teknisyen,bekar,üniversite,0,82,0,0,1.0,19,ağustos,292,4,-1,0,bilinmiyor,0
30,teknisyen,bekar,lise,0,5,0,0,1.0,19,ağustos,120,6,-1,0,bilinmiyor,0
45,büro görevlisi,evli,lise,0,251,1,0,1.0,19,ağustos,102,2,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,ilkokul,0,0,0,0,1.0,19,ağustos,92,2,-1,0,bilinmiyor,0
43,teknisyen,evli,lise,0,227,1,1,1.0,19,ağustos,124,2,-1,0,bilinmiyor,0
45,yönetici,bekar,lise,0,451,1,0,1.0,19,ağustos,142,2,-1,0,bilinmiyor,0
55,emekli,evli,lise,0,168,0,0,1.0,19,ağustos,79,2,-1,0,bilinmiyor,0
58,emekli,evli,lise,0,0,0,0,1.0,19,ağustos,153,2,-1,0,bilinmiyor,0
33,vasıfsız işçi,evli,üniversite,0,1465,0,0,1.0,19,ağustos,98,4,-1,0,bilinmiyor,0
31,teknisyen,evli,lise,0,297,0,0,1.0,19,ağustos,551,4,-1,0,bilinmiyor,0
36,büro görevlisi,boşanmış/ dul,lise,0,11,0,0,1.0,19,ağustos,97,2,-1,0,bilinmiyor,0
34,yönetici,bekar,üniversite,0,-292,1,0,1.0,19,ağustos,181,6,-1,0,bilinmiyor,0
39,yönetici,evli,üniversite,0,1373,0,0,1.0,19,ağustos,386,2,-1,0,bilinmiyor,0
39,yönetici,evli,üniversite,0,88,0,0,1.0,19,ağustos,349,4,-1,0,bilinmiyor,0
50,büro görevlisi,evli,lise,0,-1415,0,0,1.0,19,ağustos,358,2,-1,0,bilinmiyor,0
42,teknisyen,boşanmış/ dul,lise,0,58,0,0,1.0,19,ağustos,153,2,-1,0,bilinmiyor,0
57,emekli,evli,lise,0,-133,0,0,1.0,19,ağustos,197,2,-1,0,bilinmiyor,0
60,emekli,evli,ilkokul,0,420,0,0,1.0,19,ağustos,245,2,-1,0,bilinmiyor,0
33,serbest meslek,evli,lise,0,47,0,0,1.0,19,ağustos,168,2,-1,0,bilinmiyor,0
39,teknisyen,bekar,lise,0,1,0,0,1.0,19,ağustos,111,2,-1,0,bilinmiyor,0
59,emekli,evli,ilkokul,0,0,0,0,1.0,19,ağustos,288,2,-1,0,bilinmiyor,0
30,teknisyen,bekar,lise,0,8,0,0,1.0,19,ağustos,28,17,-1,0,bilinmiyor,0
53,teknisyen,evli,lise,0,3429,0,0,1.0,19,ağustos,280,4,-1,0,bilinmiyor,0
30,yönetici,bekar,üniversite,0,-58,0,1,1.0,19,ağustos,15,18,-1,0,bilinmiyor,0
47,büro görevlisi,evli,lise,0,5401,0,0,1.0,19,ağustos,824,2,-1,0,bilinmiyor,0
32,yönetici,bekar,üniversite,0,1625,1,0,1.0,19,ağustos,451,6,-1,0,bilinmiyor,0
54,teknisyen,boşanmış/ dul,lise,0,-291,0,0,1.0,19,ağustos,99,2,-1,0,bilinmiyor,0
56,yönetici,evli,üniversite,0,0,0,0,1.0,19,ağustos,486,4,-1,0,bilinmiyor,0
32,teknisyen,bekar,lise,0,29,0,0,1.0,19,ağustos,156,2,-1,0,bilinmiyor,0
33,yönetici,bekar,üniversite,0,0,0,0,1.0,19,ağustos,53,4,-1,0,bilinmiyor,0
46,teknisyen,evli,lise,0,966,1,1,1.0,19,ağustos,40,2,-1,0,bilinmiyor,0
46,yönetici,evli,üniversite,0,0,0,0,1.0,19,ağustos,328,1,-1,0,bilinmiyor,0
33,teknisyen,evli,lise,1,18,0,1,1.0,19,ağustos,19,18,-1,0,bilinmiyor,0
35,yönetici,evli,üniversite,0,86,1,0,1.0,19,ağustos,144,3,-1,0,bilinmiyor,0
46,teknisyen,bekar,lise,0,0,0,0,1.0,19,ağustos,42,1,-1,0,bilinmiyor,0
35,yönetici,evli,üniversite,0,299,0,0,1.0,19,ağustos,1059,5,-1,0,bilinmiyor,0
33,teknisyen,evli,lise,0,2666,0,0,1.0,19,ağustos,117,3,-1,0,bilinmiyor,0
52,yönetici,evli,üniversite,0,7135,0,0,1.0,19,ağustos,1032,3,-1,0,bilinmiyor,1
31,teknisyen,evli,lise,0,1072,0,0,1.0,19,ağustos,141,3,-1,0,bilinmiyor,0
32,teknisyen,evli,üniversite,0,60,0,0,1.0,19,ağustos,153,7,-1,0,bilinmiyor,0
56,teknisyen,boşanmış/ dul,lise,0,5,0,0,1.0,19,ağustos,98,1,-1,0,bilinmiyor,0
49,vasıfsız işçi,evli,bilinmiyor,0,5,0,0,1.0,19,ağustos,202,1,-1,0,bilinmiyor,0
34,teknisyen,bekar,lise,0,179,0,0,1.0,19,ağustos,294,3,-1,0,bilinmiyor,0
56,serbest meslek,evli,bilinmiyor,0,0,0,0,1.0,19,ağustos,130,1,-1,0,bilinmiyor,0
34,yönetici,evli,üniversite,0,46,0,0,1.0,19,ağustos,729,5,-1,0,bilinmiyor,0
33,teknisyen,bekar,üniversite,0,123,0,0,1.0,19,ağustos,264,1,-1,0,bilinmiyor,0
52,yönetici,bekar,üniversite,0,1205,0,0,1.0,19,ağustos,18,20,-1,0,bilinmiyor,0
58,emekli,evli,üniversite,0,258,0,1,1.0,19,ağustos,285,1,-1,0,bilinmiyor,0
42,teknisyen,bekar,lise,0,3,0,0,1.0,19,ağustos,367,1,-1,0,bilinmiyor,0
32,yönetici,bekar,üniversite,0,0,0,0,1.0,19,ağustos,178,1,-1,0,bilinmiyor,0
32,teknisyen,evli,lise,0,0,0,0,1.0,19,ağustos,87,1,-1,0,bilinmiyor,0
43,yönetici,boşanmış/ dul,üniversite,0,3820,0,0,1.0,19,ağustos,86,5,-1,0,bilinmiyor,0
33,teknisyen,bekar,lise,0,268,0,0,1.0,19,ağustos,255,1,-1,0,bilinmiyor,0
46,teknisyen,evli,lise,0,167,0,0,1.0,19,ağustos,155,3,-1,0,bilinmiyor,0
47,teknisyen,boşanmış/ dul,lise,0,266,0,0,1.0,19,ağustos,88,1,-1,0,bilinmiyor,0
39,teknisyen,bekar,lise,0,-225,0,0,1.0,19,ağustos,220,1,-1,0,bilinmiyor,0
52,yönetici,boşanmış/ dul,üniversite,0,96,0,0,1.0,19,ağustos,134,1,-1,0,bilinmiyor,0
42,yönetici,evli,üniversite,0,559,0,0,1.0,19,ağustos,88,1,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,ilkokul,0,347,0,0,1.0,19,ağustos,199,3,-1,0,bilinmiyor,0
45,vasıfsız işçi,evli,bilinmiyor,0,850,0,0,1.0,19,ağustos,211,2,-1,0,bilinmiyor,0
50,hizmet sektörü,evli,lise,0,128,0,0,1.0,19,ağustos,173,1,-1,0,bilinmiyor,0
35,yönetici,bekar,üniversite,0,3576,1,0,1.0,19,ağustos,68,1,-1,0,bilinmiyor,0
40,teknisyen,evli,üniversite,0,0,0,0,1.0,19,ağustos,44,1,-1,0,bilinmiyor,0
41,yönetici,evli,üniversite,0,30,0,0,1.0,19,ağustos,171,7,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,ilkokul,0,147,0,0,1.0,19,ağustos,158,8,-1,0,bilinmiyor,0
59,emekli,evli,lise,0,19,0,1,1.0,19,ağustos,271,3,-1,0,bilinmiyor,0
47,temizlikçi,boşanmış/ dul,lise,0,1361,0,0,1.0,19,ağustos,59,3,-1,0,bilinmiyor,0
41,serbest meslek,evli,üniversite,0,57,0,0,1.0,19,ağustos,61,5,-1,0,bilinmiyor,0
36,teknisyen,evli,lise,0,1840,0,0,1.0,19,ağustos,61,6,-1,0,bilinmiyor,0
53,vasıfsız işçi,evli,lise,0,20,0,0,1.0,19,ağustos,106,7,-1,0,bilinmiyor,0
57,emekli,evli,lise,0,81,0,0,1.0,19,ağustos,118,3,-1,0,bilinmiyor,0
52,teknisyen,evli,lise,0,-240,0,0,1.0,19,ağustos,392,3,-1,0,bilinmiyor,0
43,teknisyen,evli,lise,0,0,0,0,1.0,19,ağustos,313,3,-1,0,bilinmiyor,0
30,yönetici,evli,üniversite,0,151,0,0,1.0,19,ağustos,82,4,-1,0,bilinmiyor,0
51,temizlikçi,boşanmış/ dul,üniversite,0,370,1,0,1.0,19,ağustos,109,3,-1,0,bilinmiyor,0
33,teknisyen,evli,lise,0,0,0,0,1.0,19,ağustos,78,3,-1,0,bilinmiyor,0
47,bilinmiyor,evli,bilinmiyor,0,497,0,0,1.0,19,ağustos,135,3,-1,0,bilinmiyor,0
41,teknisyen,bekar,üniversite,0,15302,0,0,1.0,19,ağustos,121,4,-1,0,bilinmiyor,0
39,yönetici,evli,üniversite,0,218,0,0,1.0,19,ağustos,97,9,-1,0,bilinmiyor,0
31,yönetici,evli,üniversite,0,50,0,0,1.0,19,ağustos,37,5,-1,0,bilinmiyor,0
50,teknisyen,evli,üniversite,0,329,0,0,1.0,19,ağustos,329,4,-1,0,bilinmiyor,0
46,vasıfsız işçi,evli,lise,0,1109,1,0,1.0,19,ağustos,221,12,-1,0,bilinmiyor,0
44,yönetici,evli,üniversite,0,1802,0,0,1.0,19,ağustos,105,5,-1,0,bilinmiyor,0
53,serbest meslek,evli,üniversite,0,2013,0,0,1.0,19,ağustos,268,14,-1,0,bilinmiyor,0
53,büro görevlisi,evli,bilinmiyor,0,0,0,0,1.0,19,ağustos,160,3,-1,0,bilinmiyor,0
43,teknisyen,boşanmış/ dul,lise,0,0,0,0,1.0,19,ağustos,332,3,-1,0,bilinmiyor,0
50,hizmet sektörü,evli,lise,0,1687,0,0,1.0,19,ağustos,205,5,-1,0,bilinmiyor,0
47,hizmet sektörü,evli,lise,0,459,0,0,1.0,19,ağustos,599,3,-1,0,bilinmiyor,0
47,yönetici,evli,üniversite,0,600,0,0,1.0,19,ağustos,290,15,-1,0,bilinmiyor,1
36,yönetici,evli,üniversite,0,85,0,0,1.0,19,ağustos,249,3,-1,0,bilinmiyor,0
56,teknisyen,evli,lise,0,1750,0,0,1.0,19,ağustos,629,7,-1,0,bilinmiyor,0
51,teknisyen,evli,ilkokul,0,260,0,0,1.0,19,ağustos,137,2,-1,0,bilinmiyor,0
48,teknisyen,evli,lise,0,606,1,0,1.0,19,ağustos,231,4,-1,0,bilinmiyor,0
34,teknisyen,bekar,üniversite,0,2671,0,0,1.0,19,ağustos,119,9,-1,0,bilinmiyor,0
43,işsiz,evli,lise,0,174,0,1,1.0,19,ağustos,308,2,-1,0,bilinmiyor,0
53,teknisyen,evli,lise,0,428,0,0,1.0,19,ağustos,609,4,-1,0,bilinmiyor,0
44,yönetici,evli,lise,0,238,0,0,1.0,19,ağustos,147,3,-1,0,bilinmiyor,0
33,teknisyen,boşanmış/ dul,üniversite,0,39,0,0,1.0,19,ağustos,123,5,-1,0,bilinmiyor,0
37,teknisyen,bekar,üniversite,0,1661,0,0,1.0,19,ağustos,199,5,-1,0,bilinmiyor,0
38,yönetici,evli,üniversite,0,0,0,0,1.0,19,ağustos,219,2,-1,0,bilinmiyor,0
49,yönetici,bekar,üniversite,0,370,0,0,1.0,19,ağustos,386,3,-1,0,bilinmiyor,0
48,vasıfsız işçi,evli,lise,0,0,0,0,1.0,19,ağustos,112,7,-1,0,bilinmiyor,0
56,yönetici,evli,üniversite,0,96,1,1,1.0,19,ağustos,173,11,-1,0,bilinmiyor,0
47,teknisyen,boşanmış/ dul,lise,0,191,0,0,1.0,19,ağustos,228,5,-1,0,bilinmiyor,0
33,işsiz,evli,üniversite,0,123,0,0,1.0,19,ağustos,207,3,-1,0,bilinmiyor,0
42,büro görevlisi,evli,lise,0,329,0,0,1.0,19,ağustos,347,3,-1,0,bilinmiyor,0
34,büro görevlisi,evli,lise,0,445,0,0,1.0,19,ağustos,256,2,-1,0,bilinmiyor,0
53,teknisyen,evli,lise,0,1344,0,0,1.0,19,ağustos,85,6,-1,0,bilinmiyor,0
56,temizlikçi,evli,ilkokul,0,605,0,0,1.0,19,ağustos,207,6,-1,0,bilinmiyor,0
55,teknisyen,boşanmış/ dul,üniversite,0,1402,0,0,1.0,19,ağustos,187,4,-1,0,bilinmiyor,0
34,yönetici,evli,üniversite,0,396,0,1,1.0,19,ağustos,166,3,-1,0,bilinmiyor,0
35,teknisyen,boşanmış/ dul,lise,0,82,0,0,1.0,19,ağustos,152,3,-1,0,bilinmiyor,0
33,serbest meslek,bekar,üniversite,0,61,0,0,1.0,19,ağustos,836,3,-1,0,bilinmiyor,1
55,vasıfsız işçi,evli,ilkokul,0,-1217,1,0,1.0,19,ağustos,242,4,-1,0,bilinmiyor,0
58,vasıfsız işçi,evli,lise,0,72,0,0,1.0,19,ağustos,235,5,-1,0,bilinmiyor,0
56,vasıfsız işçi,evli,ilkokul,0,2324,1,0,1.0,19,ağustos,132,4,-1,0,bilinmiyor,0
46,serbest meslek,evli,üniversite,0,226,0,0,1.0,19,ağustos,561,3,-1,0,bilinmiyor,0
32,yönetici,evli,üniversite,0,5878,0,0,1.0,19,ağustos,159,2,-1,0,bilinmiyor,0
32,teknisyen,boşanmış/ dul,lise,0,3345,1,0,1.0,19,ağustos,1200,3,-1,0,bilinmiyor,0
43,teknisyen,boşanmış/ dul,üniversite,0,101,0,0,1.0,19,ağustos,173,3,-1,0,bilinmiyor,0
53,vasıfsız işçi,evli,lise,1,-634,0,0,1.0,19,ağustos,695,3,-1,0,bilinmiyor,0
32,teknisyen,boşanmış/ dul,lise,0,0,0,0,1.0,19,ağustos,103,4,-1,0,bilinmiyor,0
33,yönetici,evli,üniversite,0,1412,1,0,0.0,19,ağustos,480,1,-1,0,bilinmiyor,1
58,emekli,evli,bilinmiyor,0,0,0,0,1.0,20,ağustos,46,5,-1,0,bilinmiyor,0
32,yönetici,bekar,üniversite,0,1,0,0,1.0,20,ağustos,108,5,-1,0,bilinmiyor,0
47,teknisyen,evli,lise,0,677,0,0,1.0,20,ağustos,131,8,-1,0,bilinmiyor,0
49,vasıfsız işçi,evli,ilkokul,0,-165,1,0,1.0,20,ağustos,129,4,-1,0,bilinmiyor,0
46,büro görevlisi,evli,lise,0,979,1,0,1.0,20,ağustos,80,5,-1,0,bilinmiyor,0
55,teknisyen,boşanmış/ dul,lise,0,852,0,0,1.0,20,ağustos,83,6,-1,0,bilinmiyor,0
